Post_ID,Handle,Likes,Comments,Engagement,Hashtags,Post_Date,Sentiment_Score,Context
POST004232,@taste_coz,21186,487,21673,#HomeCooking #RecipeOfTheDay #MealPrep #Foodie #Yummy,25-06-2025,-0.1045,Grateful for every one of you. Hit the link in bio for more!
POST004233,@chic_1npkm,3883,304,4187,#Vintage #StyleInspo #Streetwear,29-12-2025,0.2432,"Behind the scenes of my latest project. Real work, real results."
POST004234,@bite_5cex,2638,36,2674,#Foodie #FoodBlogger #Vegan #HomeCooking #EatLocal #MealPrep,18-11-2024,0.3625,"Behind the scenes of my latest project. Real work, real results."
POST004235,@vogue_dknl,8394,562,8956,#LuxuryFashion #StyleTips #FashionWeek #FashionBlogger,02-05-2024,-0.2041,Day 5 of my journey — here's what I learned today.
POST004236,@data_xo6q,90066,6692,96758,#AI #MachineLearning #CloudComputing #SaaS #Startup #Python,24-04-2024,0.2626,Day 90 of my journey — here's what I learned today.
POST004237,@look_6q2m8,81053,866,81919,#StyleTips #FashionBlogger #StyleInspo #Trending #FashionWeek,25-10-2024,0.2296,"Not sponsored, just genuinely love this. Here's my honest take."
POST004238,@saas_ifh,54766,3500,58266,#CloudComputing #Tech #SaaS #DataScience #Startup,14-09-2025,-0.9124,"Not sponsored, just genuinely love this. Here's my honest take."
POST004239,@tech_drbzgc,47771,3099,50870,#AI #CloudComputing #SaaS #Tech #Python #DevOps,06-12-2024,-0.9808,This is what most people get wrong about tech.
POST004240,@gym_k31h,14526,577,15103,#PersonalTrainer #GymLife #Yoga,16-07-2024,0.6953,This is what most people get wrong about fitness.
POST004241,@data_lxlsuc,79708,3493,83201,#CloudComputing #Startup #AI,15-06-2024,0.91,"Not sponsored, just genuinely love this. Here's my honest take."
POST004242,@run_097sel,26680,1721,28401,#Marathon #PersonalTrainer #GymLife #WorkoutRoutine #Gains #HealthyLifestyle,20-08-2025,-0.0471,This is what most people get wrong about fitness.
POST004243,@yummy_dd8k0,432,5,437,#HealthyEating #MealPrep #FoodBlogger,16-11-2024,-0.7221,This is what most people get wrong about food.
POST004244,@mode_ukg,134488,8084,142572,#LuxuryFashion #Trending #StyleInspo #OOTD,07-04-2025,0.5378,Grateful for every one of you. Hit the link in bio for more!
POST004245,@cloud_cr8a6,18744,571,19315,#CloudComputing #OpenSource #MachineLearning,04-05-2025,0.0687,POV: You finally figured out tech. Life-changing.
POST004246,@build_xaw7lw,314564,23146,337710,#OpenSource #Tech #SaaS #DataScience #MachineLearning #AI,02-03-2025,0.0925,"Your questions, answered! Deep dive in the caption."
POST004247,@tech_ewnt0,57916,2276,60192,#Python #Startup #SaaS,21-11-2025,-0.3073,"Not sponsored, just genuinely love this. Here's my honest take."
POST004248,@explore_1hbj6t,46402,1136,47538,#Wanderlust #TravelPhotography #DigitalNomad #SoloTravel,25-06-2025,0.8279,I tested this for 30 days. Here are the results 🔥
POST004249,@trend_7njk,13197,769,13966,#LuxuryFashion #FashionWeek #Vintage #OOTD,31-12-2025,-0.4362,Excited to share this with you all! Drop your thoughts below 👇
POST004250,@wander_0zye,13531,828,14359,#Wanderlust #TravelPhotography #HiddenGems #TravelBlogger #BudgetTravel,01-02-2024,-0.8228,This changed everything for me. Swipe to see the full story.
POST004251,@eat_zf5gx,5984,465,6449,#RecipeOfTheDay #EatLocal #Vegan #FoodBlogger #Foodie #HomeCooking,21-07-2024,-0.9651,I tested this for 30 days. Here are the results 🔥
POST004252,@tech_e3lut7,139629,5432,145061,#DevOps #Startup #SaaS #Python #DataScience #MachineLearning,20-07-2025,-0.2817,"Your questions, answered! Deep dive in the caption."
POST004253,@dev_dbwq5k,60218,1337,61555,#Startup #Tech #AI #DevOps #Python #CloudComputing,27-01-2025,0.7265,I tested this for 30 days. Here are the results 🔥
POST004254,@ai_e24m,15061,225,15286,#OpenSource #DataScience #AI,15-05-2025,-0.2124,Grateful for every one of you. Hit the link in bio for more!
POST004255,@style_be7,16178,245,16423,#LuxuryFashion #OOTD #StyleTips #FashionWeek #FashionBlogger #StyleInspo,28-06-2024,-0.6769,Grateful for every one of you. Hit the link in bio for more!
POST004256,@roam_wwg,124739,8983,133722,#TravelBlogger #Explore #Wanderlust,14-05-2024,-0.0993,This changed everything for me. Swipe to see the full story.
POST004257,@tech_r65d,51602,3746,55348,#MachineLearning #Python #AI #CloudComputing #Startup #DevOps,19-12-2025,-0.4979,POV: You finally figured out tech. Life-changing.
POST004258,@chic_0k3,26672,924,27596,#OOTD #FashionBlogger #Vintage #LuxuryFashion #Trending,08-03-2024,-0.7733,This changed everything for me. Swipe to see the full story.
POST004259,@ai_qdjqg,241694,13752,255446,#CloudComputing #Python #Startup,18-11-2024,-0.4886,"Not sponsored, just genuinely love this. Here's my honest take."
POST004260,@build_n2ungr,14925,423,15348,#DataScience #SaaS #DevOps,15-01-2024,0.6222,This is what most people get wrong about tech.
POST004261,@wander_4wkp2,8530,222,8752,#DigitalNomad #TravelPhotography #Explore #BudgetTravel #Wanderlust #Adventure,14-04-2024,0.0903,"Behind the scenes of my latest project. Real work, real results."
POST004262,@data_v8vyg,182370,13437,195807,#DataScience #AI #Python,22-06-2024,0.4465,Excited to share this with you all! Drop your thoughts below 👇
POST004263,@cook_s56b,1558,76,1634,#RecipeOfTheDay #EatLocal #FoodPhotography #FoodBlogger #HealthyEating #Foodie,28-10-2025,0.472,Day 88 of my journey — here's what I learned today.
POST004264,@roam_nuw,3353,42,3395,#TravelBlogger #Explore #DigitalNomad #SoloTravel,28-08-2025,-0.1271,POV: You finally figured out travel. Life-changing.
POST004265,@run_rs42g,17926,971,18897,#FitnessMotivation #WorkoutRoutine #HealthyLifestyle,19-07-2024,0.1219,Grateful for every one of you. Hit the link in bio for more!
POST004266,@sweat_oyr,7049,203,7252,#Yoga #Gains #FitnessMotivation #Marathon,24-08-2025,0.6668,This is what most people get wrong about fitness.
POST004267,@cloud_mkw5,75901,4515,80416,#CloudComputing #Python #AI #MachineLearning #SaaS #DevOps,07-10-2024,-0.2843,I tested this for 30 days. Here are the results 🔥
POST004268,@globe_l8dr,23297,576,23873,#Adventure #BudgetTravel #Explore #SoloTravel #TravelBlogger,03-10-2025,0.3253,This changed everything for me. Swipe to see the full story.
POST004269,@glam_ov7a,58057,2994,61051,#OOTD #Trending #LuxuryFashion,17-06-2025,-0.1023,Day 95 of my journey — here's what I learned today.
POST004270,@code_edfo,272730,17001,289731,#Python #AI #SaaS #DataScience,24-03-2025,-0.2896,Excited to share this with you all! Drop your thoughts below 👇
POST004271,@ai_w2vz98,30389,789,31178,#Python #DevOps #MachineLearning,01-06-2024,-0.6321,"Behind the scenes of my latest project. Real work, real results."
POST004272,@run_sl6wsw,18296,1409,19705,#GymLife #Gains #Yoga #FitFam #PersonalTrainer #CrossFit,31-01-2025,-0.8196,This changed everything for me. Swipe to see the full story.
POST004273,@yummy_kls04,3249,216,3465,#FoodBlogger #HealthyEating #FoodPhotography #HomeCooking #Yummy #EatLocal,11-01-2024,-0.6707,This changed everything for me. Swipe to see the full story.
POST004274,@vogue_e4o,36115,1817,37932,#Trending #FashionWeek #StyleTips #Streetwear #LuxuryFashion #StyleInspo,18-12-2024,-0.2309,Day 58 of my journey — here's what I learned today.
POST004275,@bite_oyzm6,14615,572,15187,#Vegan #Foodie #RecipeOfTheDay #HealthyEating,10-06-2024,-0.9623,"Not sponsored, just genuinely love this. Here's my honest take."
POST004276,@fit_covy8,12221,778,12999,#PersonalTrainer #Marathon #HealthyLifestyle #Gains,15-05-2024,0.1074,This changed everything for me. Swipe to see the full story.
POST004277,@dev_j2e,54832,3286,58118,#Tech #DevOps #SaaS,08-04-2025,0.8888,This changed everything for me. Swipe to see the full story.
POST004278,@build_2cvvi,191439,7793,199232,#Startup #Tech #DevOps #MachineLearning #OpenSource,12-05-2025,-0.494,I tested this for 30 days. Here are the results 🔥
POST004279,@saas_br7,97768,7282,105050,#AI #CloudComputing #DataScience #MachineLearning #SaaS,28-08-2025,-0.387,"Behind the scenes of my latest project. Real work, real results."
POST004280,@look_r024,31050,2417,33467,#Streetwear #StyleTips #FashionBlogger #Trending #LuxuryFashion #StyleInspo,06-12-2025,0.3274,"Your questions, answered! Deep dive in the caption."
POST004281,@gains_4a2k7,4366,214,4580,#PersonalTrainer #Yoga #FitFam,29-12-2025,0.0542,"Not sponsored, just genuinely love this. Here's my honest take."
POST004282,@glam_rluc0,60540,3097,63637,#OOTD #FashionBlogger #Sustainable #StyleInspo,10-11-2025,-0.0427,I tested this for 30 days. Here are the results 🔥
POST004283,@fit_mn91um,10016,568,10584,#WorkoutRoutine #Marathon #FitFam #HealthyLifestyle,20-09-2024,0.5153,Grateful for every one of you. Hit the link in bio for more!
POST004284,@chic_s9a,47269,916,48185,#Streetwear #OOTD #LuxuryFashion #Sustainable #Vintage,07-06-2024,-0.0463,"Your questions, answered! Deep dive in the caption."
POST004285,@build_1hes,38899,724,39623,#Tech #Python #SaaS #MachineLearning #CloudComputing #DataScience,21-11-2024,0.7935,Grateful for every one of you. Hit the link in bio for more!
POST004286,@style_h4s,27127,1497,28624,#FashionBlogger #LuxuryFashion #FashionWeek #Sustainable,03-07-2025,0.2739,"Behind the scenes of my latest project. Real work, real results."
POST004287,@ai_hr4,206974,7755,214729,#OpenSource #CloudComputing #Startup #DataScience #DevOps #Python,20-05-2024,-0.8111,"Behind the scenes of my latest project. Real work, real results."
POST004288,@mode_r2vo,200275,8319,208594,#StyleTips #OOTD #Sustainable #StyleInspo,06-11-2024,0.5331,Day 40 of my journey — here's what I learned today.
POST004289,@style_t6aqa,5143,326,5469,#Sustainable #StyleInspo #StyleTips #OOTD #Trending #FashionWeek,17-01-2024,0.0192,This is what most people get wrong about fashion.
POST004290,@code_sl1y,153136,4570,157706,#MachineLearning #Python #DataScience #OpenSource,21-06-2025,0.9682,This is what most people get wrong about tech.
POST004291,@roam_lkcgfy,3738,49,3787,#Adventure #HiddenGems #TravelPhotography #DigitalNomad #Explore #Wanderlust,24-06-2024,-0.26,"Behind the scenes of my latest project. Real work, real results."
POST004292,@dev_l6sn,81317,4117,85434,#DevOps #Startup #CloudComputing #AI #OpenSource,28-10-2025,-0.07,"Your questions, answered! Deep dive in the caption."
POST004293,@fit_rxz,15228,884,16112,#PersonalTrainer #FitnessMotivation #Gains #Marathon #FitFam,09-08-2024,-0.3063,I tested this for 30 days. Here are the results 🔥
POST004294,@style_3wh6,18392,513,18905,#FashionWeek #StyleInspo #Streetwear #Trending,11-08-2024,0.5433,This is what most people get wrong about fashion.
POST004295,@foodie_33u0jp,3540,264,3804,#RecipeOfTheDay #FoodBlogger #Yummy #MealPrep #EatLocal #HomeCooking,28-05-2024,0.1913,Excited to share this with you all! Drop your thoughts below 👇
POST004296,@data_qqb9lz,267869,16271,284140,#DataScience #CloudComputing #Tech #Startup,07-08-2025,-0.7238,I tested this for 30 days. Here are the results 🔥
POST004297,@look_cec,109561,6063,115624,#StyleInspo #Streetwear #Sustainable,26-06-2025,-0.19,"Not sponsored, just genuinely love this. Here's my honest take."
POST004298,@code_jrk0,146532,6729,153261,#Tech #MachineLearning #SaaS,29-08-2024,-0.5787,Grateful for every one of you. Hit the link in bio for more!
POST004299,@data_wz4wcg,79738,3155,82893,#OpenSource #AI #DataScience #Startup #SaaS,03-11-2025,-0.9126,This changed everything for me. Swipe to see the full story.
POST004300,@gains_hw51ki,42850,1699,44549,#WorkoutRoutine #Marathon #FitFam,20-08-2024,0.4884,This changed everything for me. Swipe to see the full story.
POST004301,@vogue_nifkce,8781,333,9114,#FashionBlogger #Sustainable #StyleTips #Streetwear #FashionWeek #Trending,02-07-2025,-0.1377,"Not sponsored, just genuinely love this. Here's my honest take."
POST004302,@vogue_2jf4,18677,1203,19880,#StyleInspo #Sustainable #Vintage,08-01-2024,0.5128,"Behind the scenes of my latest project. Real work, real results."
POST004303,@gym_bscww,8351,190,8541,#Gains #HealthyLifestyle #FitFam,23-10-2025,-0.5915,"Your questions, answered! Deep dive in the caption."
POST004304,@code_tax,25023,317,25340,#CloudComputing #Startup #DevOps #Tech #AI,24-08-2024,0.0911,Grateful for every one of you. Hit the link in bio for more!
POST004305,@trend_gvyu57,7551,252,7803,#LuxuryFashion #Vintage #Sustainable #OOTD #FashionBlogger #StyleInspo,21-09-2024,-0.3309,"Behind the scenes of my latest project. Real work, real results."
POST004306,@cloud_d6ih10,113511,4810,118321,#Startup #MachineLearning #SaaS #DataScience #CloudComputing,14-07-2024,0.8856,This is what most people get wrong about tech.
POST004307,@ai_7y72v0,113729,3127,116856,#MachineLearning #Python #CloudComputing #DataScience,22-07-2025,-0.3017,This changed everything for me. Swipe to see the full story.
POST004308,@build_qsk,62909,4527,67436,#MachineLearning #Startup #DevOps #Python,25-10-2025,0.4082,Excited to share this with you all! Drop your thoughts below 👇
POST004309,@glam_4y1nuv,22039,569,22608,#StyleTips #Streetwear #Trending #Sustainable,18-09-2025,-0.316,This is what most people get wrong about fashion.
POST004310,@lift_gh5hif,1914,28,1942,#CrossFit #HealthyLifestyle #FitFam #FitnessMotivation #WorkoutRoutine,05-05-2025,-0.8499,I tested this for 30 days. Here are the results 🔥
POST004311,@style_7c1nmj,41394,3032,44426,#LuxuryFashion #StyleInspo #OOTD #Sustainable #Vintage,06-01-2025,0.2862,"Your questions, answered! Deep dive in the caption."
POST004312,@run_g7p,29138,1046,30184,#FitnessMotivation #WorkoutRoutine #Gains #HealthyLifestyle #CrossFit,31-12-2024,0.2507,"Not sponsored, just genuinely love this. Here's my honest take."
POST004313,@build_yvam,107289,2681,109970,#Python #Startup #AI #SaaS,16-03-2024,0.7911,"Not sponsored, just genuinely love this. Here's my honest take."
POST004314,@cloud_a2ee,163687,6628,170315,#OpenSource #SaaS #CloudComputing #DataScience,02-05-2025,-0.1857,"Not sponsored, just genuinely love this. Here's my honest take."
POST004315,@code_qcowee,135811,5051,140862,#DataScience #Tech #Startup,07-12-2024,0.1346,This is what most people get wrong about tech.
POST004316,@wander_iw4,12307,303,12610,#TravelPhotography #DigitalNomad #Adventure #TravelBlogger,11-04-2025,-0.348,Excited to share this with you all! Drop your thoughts below 👇
POST004317,@mode_yzt,34001,441,34442,#Trending #FashionBlogger #OOTD #LuxuryFashion,08-07-2024,0.5943,Excited to share this with you all! Drop your thoughts below 👇
POST004318,@build_mvt,45150,2599,47749,#Startup #Python #MachineLearning #CloudComputing #OpenSource,26-10-2025,-0.4306,Excited to share this with you all! Drop your thoughts below 👇
POST004319,@dev_16e,64519,4924,69443,#SaaS #CloudComputing #MachineLearning,07-07-2025,-0.3956,"Behind the scenes of my latest project. Real work, real results."
POST004320,@build_ze6,108451,6664,115115,#Python #Tech #DevOps #DataScience,24-04-2024,0.0439,This changed everything for me. Swipe to see the full story.
POST004321,@look_icr,11496,280,11776,#LuxuryFashion #StyleTips #Trending #FashionBlogger,27-01-2024,0.6682,This is what most people get wrong about fashion.
POST004322,@build_lquz,99561,7384,106945,#Python #DevOps #Startup #SaaS #MachineLearning #CloudComputing,01-06-2024,-0.9588,Grateful for every one of you. Hit the link in bio for more!
POST004323,@fit_qohbw,39063,540,39603,#HealthyLifestyle #Marathon #CrossFit #FitnessMotivation,14-07-2025,-0.7481,This changed everything for me. Swipe to see the full story.
POST004324,@cloud_9at2d9,18525,202,18727,#Python #DataScience #Startup #SaaS #AI,10-08-2025,-0.0167,"Not sponsored, just genuinely love this. Here's my honest take."
POST004325,@saas_cdy,32013,367,32380,#DataScience #CloudComputing #Python,24-03-2025,-0.6051,Excited to share this with you all! Drop your thoughts below 👇
POST004326,@drift_87mvz0,40803,1051,41854,#HiddenGems #TravelBlogger #Backpacker #BudgetTravel #Adventure,01-11-2024,-0.7292,Day 30 of my journey — here's what I learned today.
POST004327,@ai_31d6k6,122645,5698,128343,#Python #DataScience #Startup #MachineLearning #AI #DevOps,16-04-2024,-0.4638,Excited to share this with you all! Drop your thoughts below 👇
POST004328,@run_bz1fw,48872,1660,50532,#Yoga #GymLife #FitFam,02-10-2025,0.311,POV: You finally figured out fitness. Life-changing.
POST004329,@build_l42v5,236700,8378,245078,#Startup #CloudComputing #MachineLearning #Tech #AI #DataScience,06-08-2025,0.3607,This changed everything for me. Swipe to see the full story.
POST004330,@gains_8wbe5,18909,455,19364,#Marathon #FitnessMotivation #GymLife,10-05-2024,0.6503,I tested this for 30 days. Here are the results 🔥
POST004331,@look_jp3ht,28259,769,29028,#FashionBlogger #OOTD #Vintage #StyleInspo,30-05-2025,0.3045,This is what most people get wrong about fashion.
POST004332,@lift_n1en87,19893,1455,21348,#FitFam #CrossFit #WorkoutRoutine #Marathon #FitnessMotivation #HealthyLifestyle,17-04-2025,0.9866,This is what most people get wrong about fitness.
POST004333,@data_jz1m,83156,2231,85387,#OpenSource #Startup #DevOps #DataScience #AI,18-08-2025,0.8784,"Behind the scenes of my latest project. Real work, real results."
POST004334,@tech_vyw,47845,1298,49143,#DataScience #DevOps #Tech,14-12-2024,-0.6841,"Not sponsored, just genuinely love this. Here's my honest take."
